基金代码,基金简称,公告日期,截止日期,机构投资者持有的基金份额,机构投资者持有的基金份额占总份额比例,个人投资者持有的基金份额,个人投资者持有的基金份额占总份额比例,定期报告所属年度,报告类型
519662,银河久益回报6个月定期开放债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,1909140557.57,98.43,30424612.73,1.57,2019,中期报告
519663,银河久益回报6个月定期开放债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,9815194.7,100.0,2019,中期报告
519717,交银施罗德中高等级信用债债券,2019-08-29 00:00:00,2019-06-30 00:00:00,16311229904.81,100.0,0.0,0.0,2019,中期报告
519722,交银施罗德裕惠纯债债券,2019-08-29 00:00:00,2019-06-30 00:00:00,7958185310.61,100.0,0.0,0.0,2019,中期报告
519726,交银施罗德稳固收益债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,92831.38,0.09,105731238.12,99.91,2019,中期报告
519766,交银施罗德荣鑫灵活配置混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,276640917.72,85.65,46366080.71,14.35,2019,中期报告
519937,长信先锐混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,10569894.53,100.0,2019,中期报告
519942,长信利率债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,2710.73,0.04,6131612.42,99.96,2019,中期报告
519943,长信利率债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,4067344.16,100.0,2019,中期报告
519944,长信富安纯债半年定期开放债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,52738.72,0.17,30825756.63,99.83,2019,中期报告
519945,长信富安纯债半年定期开放债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,179992350.01,89.75,20563111.25,10.25,2019,中期报告
519991,长信双利优选混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,761612213.05,80.52,184208028.23,19.48,2019,中期报告
530028,建信短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,744136.16,0.29,255854539.74,99.71,2019,中期报告
530029,建信荣元一年定期开放债券,2019-08-29 00:00:00,2019-06-30 00:00:00,4963585.82,7.86,58186360.95,92.14,2019,中期报告
530030,建信周盈安心理财债券型A,2019-08-29 00:00:00,2019-06-30 00:00:00,1710776.59,0.47,362284242.96,99.53,2019,中期报告
531028,建信短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,14295197672.1,100.0,0.0,0.0,2019,中期报告
531030,建信周盈安心理财债券型B,2019-08-29 00:00:00,2019-06-30 00:00:00,9299850.67,100.0,0.0,0.0,2019,中期报告
539003,建信富时100指数(QDII)A,2019-08-29 00:00:00,2019-06-30 00:00:00,17454372.3,61.01,11153683.5,38.99,2019,中期报告
540005,汇丰晋信平稳增利中短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,9004379.87,12.49,63116421.47,87.51,2019,中期报告
541005,汇丰晋信平稳增利中短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,12097910.54,100.0,2019,中期报告
550012,中信保诚景华债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,45731913.36,100.0,2019,中期报告
550013,中信保诚景华债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,3076878525.96,100.0,0.0,0.0,2019,中期报告
580008,东吴新产业精选股票A,2019-08-27 00:00:00,2019-06-30 00:00:00,48898949.24,55.19,39709467.63,44.81,2019,中期报告
590007,中邮中证500指数增强A,2019-08-26 00:00:00,2019-06-30 00:00:00,973172.5,2.37,40038396.93,97.63,2019,中期报告
660016,农银汇理金聚高等级债券,2019-08-23 00:00:00,2019-06-30 00:00:00,6346064.3,1.45,430970426.23,98.55,2019,中期报告
690012,民生加银丰鑫债券,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,1265665219.81,100.0,2019,中期报告
720002,财通可转债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,19813520.44,100.0,2019,中期报告
000006,西部利得量化成长混合A,2020-03-31 00:00:00,2019-12-31 00:00:00,76307203.21,66.39,38633556.65,33.61,2019,年度报告
000028,华富安鑫债券,2020-04-29 00:00:00,2019-12-31 00:00:00,69222.44,0.12,55997978.58,99.88,2019,年度报告
000030,长城核心优选灵活配置混合A,2020-04-29 00:00:00,2019-12-31 00:00:00,18574577.58,7.87,217414910.58,92.13,2019,年度报告
000037,广发景宁纯债债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,160619.37,0.08,190619051.74,99.92,2019,年度报告
000058,国联安安泰灵活配置混合,2020-04-30 00:00:00,2019-12-31 00:00:00,105121669.64,83.79,20342333.24,16.21,2019,年度报告
000066,诺安鸿鑫混合A,2020-04-30 00:00:00,2019-12-31 00:00:00,52231877.3,51.88,48440140.99,48.12,2019,年度报告
000072,华安稳健回报混合A,2020-04-11 00:00:00,2019-12-31 00:00:00,23653130.5,9.23,232559362.73,90.77,2019,年度报告
000089,民生加银高等级信用债债券C,2020-03-30 00:00:00,2019-12-31 00:00:00,3119304.11,0.11,2763398890.9,99.89,2019,年度报告
000090,民生加银高等级信用债债券A,2020-03-30 00:00:00,2019-12-31 00:00:00,6985466934.38,99.23,54067526.68,0.77,2019,年度报告
000126,招商安润灵活配置混合A,2020-03-31 00:00:00,2019-12-31 00:00:00,23130401.01,14.84,132768925.66,85.16,2019,年度报告
000134,中信保诚嘉鸿债券A,2020-04-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,8554739.47,100.0,2019,年度报告
000135,中信保诚嘉鸿债券C,2020-04-25 00:00:00,2019-12-31 00:00:00,7534469178.48,100.0,0.0,0.0,2019,年度报告
000142,融通增强收益债券A,2020-04-10 00:00:00,2019-12-31 00:00:00,0.0,0.0,39706212.68,100.0,2019,年度报告
000166,中海信息产业精选混合A,2020-03-26 00:00:00,2019-12-31 00:00:00,155055.34,0.32,48593980.15,99.68,2019,年度报告
000189,易方达丰华债券A,2020-03-31 00:00:00,2019-12-31 00:00:00,15322262.07,9.88,139685808.76,90.12,2019,年度报告
000195,工银瑞信成长收益混合A,2020-04-08 00:00:00,2019-12-31 00:00:00,17708097.62,16.61,88914411.84,83.39,2019,年度报告
000196,工银瑞信成长收益混合B,2020-04-08 00:00:00,2019-12-31 00:00:00,89155943.44,78.2,24849994.98,21.8,2019,年度报告
000270,建信灵活配置混合,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,102010497.01,100.0,2019,年度报告
000322,农银汇理金汇债券A,2020-04-14 00:00:00,2019-12-31 00:00:00,25543.8,0.01,227513294.82,99.99,2019,年度报告
000346,建信安心回报6个月定期开放债券A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,11676541.18,100.0,2019,年度报告
000347,建信安心回报6个月定期开放债券C,2020-04-29 00:00:00,2019-12-31 00:00:00,33422590.07,76.99,9987218.02,23.01,2019,年度报告
000487,嘉实3个月理财债券型A,2020-04-08 00:00:00,2019-12-31 00:00:00,0.0,0.0,71400042.81,100.0,2019,年度报告
000488,嘉实3个月理财债券型E,2020-04-08 00:00:00,2019-12-31 00:00:00,25000000.0,99.96,11047.26,0.04,2019,年度报告
000503,中信建投景和中短债债券A,2020-04-17 00:00:00,2019-12-31 00:00:00,1282699643.58,89.5021,150450951.65,10.4979,2019,年度报告
000504,中信建投景和中短债债券C,2020-04-17 00:00:00,2019-12-31 00:00:00,202896673.09,49.8296,204284270.08,50.1704,2019,年度报告
000512,国泰沪深300指数增强A,2020-03-28 00:00:00,2019-12-31 00:00:00,417220126.93,94.9,22422925.65,5.1,2019,年度报告
000674,中海中短债债券,2020-03-26 00:00:00,2019-12-31 00:00:00,45722524.66,63.53,26252031.37,36.47,2019,年度报告
000715,民生加银高等级信用债债券E,2020-03-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,4494914206.7,100.0,2019,年度报告
000783,博时季季享三个月持有期债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,850692200.66,95.8,37270420.16,4.2,2019,年度报告
000784,博时季季享三个月持有期债券B,2020-03-27 00:00:00,2019-12-31 00:00:00,7904704.45,24.58,24254906.01,75.42,2019,年度报告
000791,银华安颐中短债双月持有期债券C,2020-04-18 00:00:00,2019-12-31 00:00:00,337514.76,0.08,431505131.33,99.92,2019,年度报告
000808,招商招利1个月期理财债券型A,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,1212041311.33,100.0,2019,年度报告
000809,招商招利1个月期理财债券型B,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,438541761.23,100.0,2019,年度报告
000833,易方达富华纯债债券C,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,70052887.37,100.0,2019,年度报告
000931,国寿安保尊益信用纯债债券,2020-04-30 00:00:00,2019-12-31 00:00:00,615609781.65,96.18,24466048.0,3.82,2019,年度报告
000961,天弘沪深300ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,110120284.75,5.91,1753603257.45,94.09,2019,年度报告
000962,天弘中证500ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,109901850.21,6.16,1673317369.06,93.84,2019,年度报告
001057,华夏理财30天债券型A,2020-04-09 00:00:00,2019-12-31 00:00:00,4849151.28,0.76,630525827.17,99.24,2019,年度报告
001058,华夏理财30天债券型B,2020-04-09 00:00:00,2019-12-31 00:00:00,14049165967.04,99.92,11051841.07,0.08,2019,年度报告
001124,融通增强收益债券C,2020-04-10 00:00:00,2019-12-31 00:00:00,4103113.85,100.0,0.0,0.0,2019,年度报告
001351,诺安中证500指数增强A,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,143628200.44,100.0,2019,年度报告
001516,大成安汇金融债债券E,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,108136325.15,100.0,2019,年度报告
001556,天弘中证500指数增强A,2020-04-24 00:00:00,2019-12-31 00:00:00,74247358.12,66.18,37941005.95,33.82,2019,年度报告
001557,天弘中证500指数增强C,2020-04-24 00:00:00,2019-12-31 00:00:00,51110312.75,65.58,26820112.37,34.42,2019,年度报告
001592,天弘创业板ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,451771865.11,32.42,941687117.06,67.58,2019,年度报告
001593,天弘创业板ETF联接C,2020-04-24 00:00:00,2019-12-31 00:00:00,718529034.77,33.58,1421402775.97,66.42,2019,年度报告
001594,天弘中证银行ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,74798166.86,11.08,600193416.51,88.92,2019,年度报告
001595,天弘中证银行ETF联接C,2020-04-24 00:00:00,2019-12-31 00:00:00,8615766.76,0.8,1065377877.82,99.2,2019,年度报告
001617,天弘中证电子ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,0.0,0.0,188030033.79,100.0,2019,年度报告
001618,天弘中证电子ETF联接C,2020-04-24 00:00:00,2019-12-31 00:00:00,1215366.69,0.24,506225936.44,99.76,2019,年度报告
001619,兴银汇福定期开放债券,2020-04-29 00:00:00,2019-12-31 00:00:00,509999000.0,100.0,0.0,0.0,2019,年度报告
001629,天弘中证计算机主题ETF联接A,2020-04-24 00:00:00,2019-12-31 00:00:00,0.0,0.0,303610620.1,100.0,2019,年度报告
001630,天弘中证计算机主题ETF联接C,2020-04-24 00:00:00,2019-12-31 00:00:00,190115.68,0.02,1082150540.24,99.98,2019,年度报告
001693,招商招利1个月期理财债券型C,2020-03-31 00:00:00,2019-12-31 00:00:00,2588516.1,0.95,269277635.55,99.05,2019,年度报告
001723,华商新动力混合A,2020-04-21 00:00:00,2019-12-31 00:00:00,153402482.92,75.77,49052278.75,24.23,2019,年度报告
001750,景顺长城景瑞收益债券A,2020-04-20 00:00:00,2019-12-31 00:00:00,9342.96,0.03,36224463.59,99.97,2019,年度报告
001783,兴银合盈债券A,2020-04-29 00:00:00,2019-12-31 00:00:00,4951286944.71,100.0,24252.7,0.0,2019,年度报告
001784,兴银合盈债券C,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,73051.12,100.0,2019,年度报告
001879,长城创业板指数增强A,2020-04-29 00:00:00,2019-12-31 00:00:00,11534202.33,19.56,47426781.5,80.44,2019,年度报告
001900,诺安精选价值混合,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,22203880.05,100.0,2019,年度报告
001932,国寿安保灵活优选混合,2020-04-30 00:00:00,2019-12-31 00:00:00,280543957.56,96.7,9560307.0,3.3,2019,年度报告
001984,摩根中国生物医药混合(QDII)A,2020-04-27 00:00:00,2019-12-31 00:00:00,32868044.26,13.66,207773347.04,86.34,2019,年度报告
002063,国泰沪深300指数增强C,2020-03-28 00:00:00,2019-12-31 00:00:00,67893633.55,99.85,101835.6,0.15,2019,年度报告
002076,浙商中证500指数增强A,2020-04-21 00:00:00,2019-12-31 00:00:00,179166821.27,99.65,621002.22,0.35,2019,年度报告
002197,国泰鑫策略价值灵活配置混合,2020-03-28 00:00:00,2019-12-31 00:00:00,51809889.56,26.69,142292811.35,73.31,2019,年度报告
002256,金信行业优选灵活配置混合,2020-04-30 00:00:00,2019-12-31 00:00:00,10000583.85,56.79,7609265.52,43.21,2019,年度报告
002271,招商安弘灵活配置混合,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,66512839.79,100.0,2019,年度报告
002274,中邮纯债聚利债券型A,2020-04-20 00:00:00,2019-12-31 00:00:00,659627968.34,99.22,5205260.75,0.78,2019,年度报告
002275,中邮纯债聚利债券型C,2020-04-20 00:00:00,2019-12-31 00:00:00,90744101.63,99.3,640763.37,0.7,2019,年度报告
002282,平安安享灵活配置混合A,2020-04-30 00:00:00,2019-12-31 00:00:00,219233405.42,87.59,31049424.9,12.41,2019,年度报告
002288,中银稳进策略灵活配置混合A,2020-04-08 00:00:00,2019-12-31 00:00:00,2794876.2,1.8175,150979410.01,98.1825,2019,年度报告
002293,南方益和灵活配置混合,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,115419413.84,100.0,2019,年度报告
002295,广发稳安灵活配置混合A,2020-03-27 00:00:00,2019-12-31 00:00:00,119574190.46,40.69,174275377.0,59.31,2019,年度报告
002296,长城行业轮动灵活配置混合A,2020-04-29 00:00:00,2019-12-31 00:00:00,495075.75,0.27,181223702.36,99.73,2019,年度报告
002301,兴业短债债券A,2020-03-26 00:00:00,2019-12-31 00:00:00,1831298205.18,99.92,1424224.35,0.08,2019,年度报告
002304,平安安心灵活配置混合A,2020-04-28 00:00:00,2019-12-31 00:00:00,0.0,0.0,20040548.1,100.0,2019,年度报告
002337,创金合信季安鑫3个月持有期债券A,2020-04-30 00:00:00,2019-12-31 00:00:00,610125.15,49.08,633043.05,50.92,2019,年度报告
002338,兴业优债增利债券A,2020-03-26 00:00:00,2019-12-31 00:00:00,197637.9,0.6231,31520133.86,99.3769,2019,年度报告
002344,融通增益债券C,2020-04-10 00:00:00,2019-12-31 00:00:00,4591368.23,100.0,9.17,0.0,2019,年度报告
002389,招商安德灵活配置混合A,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,41114584.67,100.0,2019,年度报告
002390,招商安德灵活配置混合C,2020-03-31 00:00:00,2019-12-31 00:00:00,10128948.98,10.5,86363863.57,89.5,2019,年度报告
002412,华富安福债券,2020-04-29 00:00:00,2019-12-31 00:00:00,198019.8,2.01,9670018.05,97.99,2019,年度报告
002415,融通通盈灵活配置混合,2020-04-10 00:00:00,2019-12-31 00:00:00,69242265.57,56.6,53100254.67,43.4,2019,年度报告
002420,汇添富盈鑫灵活配置混合A,2020-03-30 00:00:00,2019-12-31 00:00:00,24966240.29,9.29,243767384.76,90.71,2019,年度报告
002446,广发利鑫灵活配置混合A,2020-03-27 00:00:00,2019-12-31 00:00:00,53496384.84,31.45,116624343.5,68.55,2019,年度报告
002447,博时裕安纯债一年定期开放债券,2020-03-27 00:00:00,2019-12-31 00:00:00,803977657.0,99.7,2457103.79,0.3,2019,年度报告
002456,招商安元灵活配置混合A,2020-03-31 00:00:00,2019-12-31 00:00:00,4648358.41,4.14,107500402.48,95.86,2019,年度报告
002457,招商安元灵活配置混合C,2020-03-31 00:00:00,2019-12-31 00:00:00,1917913.3,1.88,99829518.18,98.12,2019,年度报告
002458,国泰民利策略收益灵活配置混合,2020-03-28 00:00:00,2019-12-31 00:00:00,239828280.89,77.76,68600694.8,22.24,2019,年度报告
002489,国泰民福策略价值灵活配置混合A,2020-03-28 00:00:00,2019-12-31 00:00:00,157120858.02,63.93,88661711.71,36.07,2019,年度报告
002512,长城久润灵活配置混合A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,80911104.38,100.0,2019,年度报告
002537,平安安盈灵活配置混合A,2020-04-30 00:00:00,2019-12-31 00:00:00,84000000.0,57.21,62839029.15,42.79,2019,年度报告
002542,长城久鼎灵活配置混合A,2020-04-29 00:00:00,2019-12-31 00:00:00,742599.8,0.48,153767207.38,99.52,2019,年度报告
002598,平安消费精选混合A,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,27681614.14,100.0,2019,年度报告
002599,平安消费精选混合C,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,8905125.21,100.0,2019,年度报告
002601,中银证券价值精选灵活配置混合,2020-04-30 00:00:00,2019-12-31 00:00:00,494161.15,0.28,173031890.79,99.72,2019,年度报告
002603,工银瑞信瑞丰半年定期开放纯债债券,2020-04-08 00:00:00,2019-12-31 00:00:00,13728541406.19,99.99,1622851.69,0.01,2019,年度报告
002612,融通通慧混合A/B,2020-04-10 00:00:00,2019-12-31 00:00:00,216541471.07,94.84,11771858.32,5.16,2019,年度报告
002622,广发稳裕混合A,2020-03-27 00:00:00,2019-12-31 00:00:00,449244890.0,87.36,64986287.37,12.64,2019,年度报告
002659,兴业中债1-3年政策性金融债指数A,2020-03-26 00:00:00,2019-12-31 00:00:00,1660801616.35,99.99,171661.59,0.01,2019,年度报告
002690,前海开源恒泽混合A,2020-04-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,28170096.91,100.0,2019,年度报告
002691,前海开源恒泽混合C,2020-04-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,17155611.1,100.0,2019,年度报告
002703,长城久源灵活配置混合A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,41731598.11,100.0,2019,年度报告
002704,德邦锐兴债券A,2020-03-28 00:00:00,2019-12-31 00:00:00,49989270.39,96.04,2059559.69,3.96,2019,年度报告
002705,德邦锐兴债券C,2020-03-28 00:00:00,2019-12-31 00:00:00,0.0,0.0,224218.63,100.0,2019,年度报告
002714,鹏华金城灵活配置混合,2020-04-18 00:00:00,2019-12-31 00:00:00,500499000.0,90.5,52550389.92,9.5,2019,年度报告
002719,融通增祥三个月定期开放债券,2020-04-10 00:00:00,2019-12-31 00:00:00,239157299.31,99.43,1375816.35,0.57,2019,年度报告
002756,招商招兴3个月定期开放债券A,2020-03-31 00:00:00,2019-12-31 00:00:00,2731554069.52,100.0,4992.79,0.0,2019,年度报告
002757,招商招兴3个月定期开放债券C,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,25700.32,100.0,2019,年度报告
002768,华安安进灵活配置混合A,2020-04-11 00:00:00,2019-12-31 00:00:00,125995957.8,99.32,864397.5,0.68,2019,年度报告
002769,兴业短债债券C,2020-03-26 00:00:00,2019-12-31 00:00:00,0.0,0.0,500843.26,100.0,2019,年度报告
002904,博时安仁一年定期开放债券型A,2020-03-27 00:00:00,2019-12-31 00:00:00,499999000.0,99.9,480326.84,0.1,2019,年度报告
002905,博时安仁一年定期开放债券型C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,150766.11,100.0,2019,年度报告
002959,汇添富盈泰灵活配置混合,2020-03-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,276828618.79,100.0,2019,年度报告
003002,国金及第中短债债券A,2020-04-17 00:00:00,2019-12-31 00:00:00,456599685.09,78.25,126896313.42,21.75,2019,年度报告
003009,国联盈泽中短债债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,18870417.29,44.29,23738676.92,55.71,2019,年度报告
003010,国联盈泽中短债债券C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,53901649.69,100.0,2019,年度报告
003071,国联睿祥纯债债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,163370836.0,99.72,457601.35,0.28,2019,年度报告
003072,国联睿祥纯债债券C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,354218.44,100.0,2019,年度报告
003123,天治鑫利纯债债券A,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,5004721.9,100.0,2019,年度报告
003124,天治鑫利纯债债券C,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,16242.2,100.0,2019,年度报告
003126,长信易进混合A,2020-04-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,24838.03,100.0,2019,年度报告
003127,长信易进混合C,2020-04-27 00:00:00,2019-12-31 00:00:00,9175153.68,20.86,34803212.5,79.14,2019,年度报告
003163,金鹰添益3个月定期开放债券,2020-04-30 00:00:00,2019-12-31 00:00:00,2585179846.64,99.89,2932520.98,0.11,2019,年度报告
003189,汇添富保鑫灵活配置混合A,2020-03-30 00:00:00,2019-12-31 00:00:00,100066500.0,60.07,66517351.52,39.93,2019,年度报告
003205,财通可转债债券C,2020-04-18 00:00:00,2019-12-31 00:00:00,0.0,0.0,16497.85,100.0,2019,年度报告
003239,博时安祺6个月定期开放债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,686118822.69,97.58,17026070.29,2.42,2019,年度报告
003240,博时安祺6个月定期开放债券C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,4354557.23,100.0,2019,年度报告
003275,国联安添利增长债券A,2020-04-30 00:00:00,2019-12-31 00:00:00,12248665.68,76.36,3791494.07,23.64,2019,年度报告
003276,国联安添利增长债券C,2020-04-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,1945318.78,100.0,2019,年度报告
003297,招商双债增强债券(LOF)E,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,314815258.93,100.0,2019,年度报告
003315,景顺长城政策性金融债债券A,2020-04-20 00:00:00,2019-12-31 00:00:00,2275455221.86,99.77,5223047.61,0.23,2019,年度报告
003403,华商瑞丰短债债券A,2020-04-21 00:00:00,2019-12-31 00:00:00,311051857.46,97.29,8672317.2,2.71,2019,年度报告
003471,新疆前海联合添鑫3个月定期开放债券A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,8246163.66,100.0,2019,年度报告
003472,新疆前海联合添鑫3个月定期开放债券C,2020-04-29 00:00:00,2019-12-31 00:00:00,93457943.92,99.0,942005.22,1.0,2019,年度报告
003520,万家1-3年政策性金融债纯债债券A,2020-03-25 00:00:00,2019-12-31 00:00:00,2476902014.28,100.0,26729.14,0.0,2019,年度报告
003521,万家1-3年政策性金融债纯债债券C,2020-03-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,287316.71,100.0,2019,年度报告
003532,汇添富鑫利定期开放债券A,2020-03-30 00:00:00,2019-12-31 00:00:00,1016774033.82,100.0,30805.76,0.0,2019,年度报告
003533,汇添富鑫利定期开放债券C,2020-03-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,30928.79,100.0,2019,年度报告
003564,博时安诚3个月定期开放债券A,2020-03-27 00:00:00,2019-12-31 00:00:00,493582428.43,99.83,844967.77,0.17,2019,年度报告
003565,博时安诚3个月定期开放债券C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,1188473.82,100.0,2019,年度报告
003682,博时安弘一年定期开放债券型A,2020-03-27 00:00:00,2019-12-31 00:00:00,508906369.52,99.37,3251873.0,0.63,2019,年度报告
003683,博时安弘一年定期开放债券型C,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,227438.31,100.0,2019,年度报告
003696,国泰润鑫定期开放债券,2020-03-28 00:00:00,2019-12-31 00:00:00,1295203668.04,99.98,201101.92,0.02,2019,年度报告
003760,国泰中证500指数增强A,2020-03-28 00:00:00,2019-12-31 00:00:00,0.0,0.0,4668901.09,100.0,2019,年度报告
003761,国泰中证500指数增强C,2020-03-28 00:00:00,2019-12-31 00:00:00,79124976.63,93.83,5199548.48,6.17,2019,年度报告
003822,中信建投行业轮换混合A,2020-04-17 00:00:00,2019-12-31 00:00:00,14998300.0,40.5544,21984842.99,59.4456,2019,年度报告
003823,中信建投行业轮换混合C,2020-04-17 00:00:00,2019-12-31 00:00:00,69100911.99,90.3853,7350576.62,9.6147,2019,年度报告
003880,嘉实稳骏纯债债券,2020-04-08 00:00:00,2019-12-31 00:00:00,0.0,0.0,13212836.65,100.0,2019,年度报告
003938,南方荣尊混合A,2020-03-31 00:00:00,2019-12-31 00:00:00,9341367.71,33.79,18300318.71,66.21,2019,年度报告
003939,南方荣尊混合C,2020-03-31 00:00:00,2019-12-31 00:00:00,0.0,0.0,20670049.17,100.0,2019,年度报告
003952,兴业嘉瑞6个月定期开放债券A,2020-03-26 00:00:00,2019-12-31 00:00:00,999999000.0,100.0,2574.96,0.0,2019,年度报告
003953,兴业嘉瑞6个月定期开放债券C,2020-03-26 00:00:00,2019-12-31 00:00:00,0.0,0.0,1340.17,100.0,2019,年度报告
003957,安信量化精选沪深300指数增强A,2020-04-28 00:00:00,2019-12-31 00:00:00,0.0,0.0,2338365.01,100.0,2019,年度报告
003958,安信量化精选沪深300指数增强C,2020-04-28 00:00:00,2019-12-31 00:00:00,75255989.5,86.0,12249590.81,14.0,2019,年度报告
003980,中银证券瑞益灵活配置混合A,2020-04-30 00:00:00,2019-12-31 00:00:00,11068057.0,23.12,36795537.86,76.88,2019,年度报告
003981,中银证券瑞益灵活配置混合C,2020-04-30 00:00:00,2019-12-31 00:00:00,446030.33,14.83,2561181.82,85.17,2019,年度报告
004031,鑫元添利三个月定期开放债券,2020-03-31 00:00:00,2019-12-31 00:00:00,217985176.29,99.99,17856.49,0.01,2019,年度报告
004117,大成惠祥纯债债券,2020-04-29 00:00:00,2019-12-31 00:00:00,1999999000.0,99.95,934833.56,0.05,2019,年度报告
004122,兴银长益三个月定期开放债券,2020-04-29 00:00:00,2019-12-31 00:00:00,3000000000.0,99.99,286020.99,0.01,2019,年度报告
004123,兴银长盈三个月定期开放债券A,2020-04-29 00:00:00,2019-12-31 00:00:00,2000000000.0,99.99,285948.56,0.01,2019,年度报告
004155,中信保诚至泰中短债债券A,2020-04-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,26761773.79,100.0,2019,年度报告
004156,中信保诚至泰中短债债券C,2020-04-25 00:00:00,2019-12-31 00:00:00,0.0,0.0,95757895.2,100.0,2019,年度报告
004189,华商消费行业股票,2020-04-21 00:00:00,2019-12-31 00:00:00,0.0,0.0,17950496.66,100.0,2019,年度报告
004218,前海开源裕和混合A,2020-04-25 00:00:00,2019-12-31 00:00:00,180521472.49,94.4,10705497.69,5.6,2019,年度报告
004242,兴业稳康三年定期开放债券,2020-03-26 00:00:00,2019-12-31 00:00:00,199999000.0,99.9971,5825.33,0.0029,2019,年度报告
004389,大成惠明纯债债券,2020-04-29 00:00:00,2019-12-31 00:00:00,738056610.59,100.0,3307.36,0.0,2019,年度报告
004469,汇添富鑫益定期开放债券型A,2020-03-30 00:00:00,2019-12-31 00:00:00,1509657906.1,100.0,37142.74,0.0,2019,年度报告
004470,汇添富鑫益定期开放债券型C,2020-03-30 00:00:00,2019-12-31 00:00:00,0.0,0.0,65435.96,100.0,2019,年度报告
004512,海富通沪深300指数增强C,2020-04-11 00:00:00,2019-12-31 00:00:00,0.0,0.0,3083177.47,100.0,2019,年度报告
004513,海富通沪深300指数增强A,2020-04-11 00:00:00,2019-12-31 00:00:00,0.0,0.0,6399058.06,100.0,2019,年度报告
