基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
004122,兴银长益三个月定期开放债券型证券投资基金,兴银长益三个月定期开放债券,兴银基金管理有限责任公司,兴业银行股份有限公司,债券型,20190904,30001231,0.3%,0.1%
004123,兴银长盈三个月定期开放债券型证券投资基金A类,兴银长盈三个月定期开放债券A,兴银基金管理有限责任公司,兴业银行股份有限公司,债券型,20190710,30001231,0.3%,0.1%
004155,中信保诚至泰中短债债券型证券投资基金A类,中信保诚至泰中短债债券A,中信保诚基金管理有限公司,中信银行股份有限公司,债券型,20200207,30001231,0.3%,0.05%
004156,中信保诚至泰中短债债券型证券投资基金C类,中信保诚至泰中短债债券C,中信保诚基金管理有限公司,中信银行股份有限公司,债券型,20200207,30001231,0.3%,0.05%
004189,华商消费行业股票型证券投资基金,华商消费行业股票,华商基金管理有限公司,中国银行股份有限公司,股票型,20190704,30001231,1.2%,0.2%
004218,前海开源裕和混合型证券投资基金A类,前海开源裕和混合A,前海开源基金管理有限公司,招商银行股份有限公司,混合型,20190614,30001231,0.6%,0.2%
004242,兴业稳康三年定期开放债券型证券投资基金,兴业稳康三年定期开放债券,兴业基金管理有限公司,交通银行股份有限公司,债券型,20200110,30001231,0.2%,0.05%
004356,嘉实6个月理财债券型证券投资基金E类,嘉实6个月理财债券型E,嘉实基金管理有限公司,中国银行股份有限公司,债券型,20190905,30001231,0.2%,0.08%
004389,大成惠明纯债债券型证券投资基金,大成惠明纯债债券,大成基金管理有限公司,中国农业银行股份有限公司,债券型,20200320,30001231,0.3%,0.1%
004469,汇添富鑫益定期开放债券型发起式证券投资基金A类,汇添富鑫益定期开放债券型A,汇添富基金管理股份有限公司,中国工商银行股份有限公司,债券型,20191227,30001231,0.4%,0.1%
004470,汇添富鑫益定期开放债券型发起式证券投资基金C类,汇添富鑫益定期开放债券型C,汇添富基金管理股份有限公司,中国工商银行股份有限公司,债券型,20191227,30001231,0.4%,0.1%
004512,海富通沪深300指数增强型证券投资基金C类,海富通沪深300指数增强C,海富通基金管理有限公司,中国银行股份有限公司,股票型,20191009,30001231,0.8%,0.18%
004513,海富通沪深300指数增强型证券投资基金A类,海富通沪深300指数增强A,海富通基金管理有限公司,中国银行股份有限公司,股票型,20191009,30001231,0.8%,0.18%
004557,北信瑞丰鼎丰灵活配置混合型发起式证券投资基金,北信瑞丰鼎丰灵活配置混合,北信瑞丰基金管理有限公司,中国建设银行股份有限公司,混合型,20191113,20221114,1.5%,0.25%
004567,新华安享惠泽39个月定期开放债券型证券投资基金A类,新华安享惠泽39个月定期开放债券A,新华基金管理股份有限公司,中国邮政储蓄银行股份有限公司,债券型,20200312,30001231,0.15%,0.05%
004596,中科沃土沃安中短期利率债债券型证券投资基金A类,中科沃土沃安中短期利率债债券A,中科沃土基金管理有限公司,广州农村商业银行股份有限公司,债券型,20190318,30001231,0.2%,0.08%
004630,平安合信3个月定期开放债券型发起式证券投资基金,平安合信3个月定期开放债券,平安基金管理有限公司,中国光大银行股份有限公司,债券型,20191216,30001231,0.3%,0.1%
004632,平安合意定期开放债券型发起式证券投资基金,平安合意定期开放债券,平安基金管理有限公司,交通银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
004639,华夏恒慧一年定期开放债券型发起式证券投资基金,华夏恒慧一年定期开放债券,华夏基金管理有限公司,招商银行股份有限公司,债券型,20200417,30001231,0.3%,0.1%
004647,新华鼎利债券型证券投资基金A类,新华鼎利债券A,新华基金管理股份有限公司,中国民生银行股份有限公司,债券型,20190612,30001231,0.3%,0.1%
004672,华夏短债债券型证券投资基金A类,华夏短债债券A,华夏基金管理有限公司,招商银行股份有限公司,债券型,20190108,30001231,0.3%,0.1%
004673,华夏短债债券型证券投资基金C类,华夏短债债券C,华夏基金管理有限公司,招商银行股份有限公司,债券型,20190108,30001231,0.3%,0.1%
004695,东兴未来价值灵活配置混合型证券投资基金A类,东兴未来价值灵活配置混合A,东兴基金管理有限公司,兴业银行股份有限公司,混合型,20190726,30001231,1%,0.1%
004736,富国鼎利纯债三个月定期开放债券型发起式证券投资基金,富国鼎利纯债三个月定期开放债券,富国基金管理有限公司,中国建设银行股份有限公司,债券型,20190709,30001231,0.3%,0.1%
004740,中欧瑞丰灵活配置混合型证券投资基金(LOF)C类,中欧瑞丰灵活配置混合(LOF)C,中欧基金管理有限公司,招商银行股份有限公司,混合型,20200801,30001231,1.2%,0.2%
004788,富荣沪深300指数增强型证券投资基金A类,富荣沪深300指数增强A,富荣基金管理有限公司,招商银行股份有限公司,股票型,20190124,30001231,0.6%,0.1%
004789,富荣沪深300指数增强型证券投资基金C类,富荣沪深300指数增强C,富荣基金管理有限公司,招商银行股份有限公司,股票型,20190124,30001231,0.6%,0.1%
004790,富荣中证500指数增强型证券投资基金A类,富荣中证500指数增强A,富荣基金管理有限公司,招商银行股份有限公司,股票型,20190110,30001231,0.6%,0.1%
004791,富荣中证500指数增强型证券投资基金C类,富荣中证500指数增强C,富荣基金管理有限公司,招商银行股份有限公司,股票型,20190110,30001231,0.6%,0.1%
004827,平安中短债债券型证券投资基金A类,平安中短债债券A,平安基金管理有限公司,中国工商银行股份有限公司,债券型,20190123,30001231,0.3%,0.1%
004828,平安中短债债券型证券投资基金C类,平安中短债债券C,平安基金管理有限公司,中国工商银行股份有限公司,债券型,20190123,30001231,0.3%,0.1%
004839,银华安颐中短债双月持有期债券型证券投资基金A类,银华安颐中短债双月持有期债券A,银华基金管理股份有限公司,中国农业银行股份有限公司,债券型,20201215,30001231,0.3%,0.05%
004891,华润元大成长精选股票型发起式证券投资基金A类,华润元大成长精选股票A,华润元大基金管理有限公司,中国农业银行股份有限公司,股票型,20200318,20230319,1%,0.2%
004892,华润元大成长精选股票型发起式证券投资基金C类,华润元大成长精选股票C,华润元大基金管理有限公司,中国农业银行股份有限公司,股票型,20200318,20230319,1%,0.2%
004897,长安泓源纯债债券型证券投资基金A类,长安泓源纯债债券A,长安基金管理有限公司,中国农业银行股份有限公司,债券型,20190510,30001231,0.3%,0.1%
004898,长安泓源纯债债券型证券投资基金C类,长安泓源纯债债券C,长安基金管理有限公司,中国农业银行股份有限公司,债券型,20190510,30001231,0.3%,0.1%
004907,长安泓沣中短债债券型证券投资基金A类,长安泓沣中短债债券A,长安基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190510,30001231,0.4%,0.1%
004908,长安泓沣中短债债券型证券投资基金C类,长安泓沣中短债债券C,长安基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20190510,30001231,0.4%,0.1%
004928,华润元大欣享混合型发起式证券投资基金A类,华润元大欣享混合A,华润元大基金管理有限公司,兴业银行股份有限公司,混合型,20200810,20230811,0.6%,0.1%
004929,华润元大欣享混合型发起式证券投资基金C类,华润元大欣享混合C,华润元大基金管理有限公司,兴业银行股份有限公司,混合型,20200810,20230811,0.6%,0.1%
004930,华润元大价值优选混合型发起式证券投资基金A类,华润元大价值优选混合A,华润元大基金管理有限公司,中国工商银行股份有限公司,混合型,20200724,20230725,1.5%,0.25%
004931,华润元大价值优选混合型发起式证券投资基金C类,华润元大价值优选混合C,华润元大基金管理有限公司,中国工商银行股份有限公司,混合型,20200724,20230725,1.5%,0.25%
004954,中银证券中高等级债券型证券投资基金A类,中银证券中高等级债券A,中银国际证券股份有限公司,中国农业银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
004955,中银证券中高等级债券型证券投资基金C类,中银证券中高等级债券C,中银国际证券股份有限公司,中国农业银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
004960,平安合泰3个月定期开放债券型发起式证券投资基金,平安合泰3个月定期开放债券,平安基金管理有限公司,中国银行股份有限公司,债券型,20190319,30001231,0.3%,0.1%
004976,华润元大景泰混合型证券投资基金A类,华润元大景泰混合A,华润元大基金管理有限公司,兴业银行股份有限公司,混合型,20191108,20221201,0.6%,0.1%
004977,华润元大景泰混合型证券投资基金C类,华润元大景泰混合C,华润元大基金管理有限公司,兴业银行股份有限公司,混合型,20191108,20221201,0.6%,0.1%
004978,富国聚利纯债三个月定期开放债券型发起式证券投资基金,富国聚利纯债三个月定期开放债券,富国基金管理有限公司,兴业银行股份有限公司,债券型,20190828,30001231,0.3%,0.1%
005029,中银产业精选混合型证券投资基金A类,中银产业精选混合A,中银基金管理有限公司,招商银行股份有限公司,混合型,20190430,20230915,1.2%,0.2%
005047,南华瑞扬纯债债券型证券投资基金A类,南华瑞扬纯债债券A,南华基金管理有限公司,中国银行股份有限公司,债券型,20190117,30001231,0.3%,0.1%
005048,南华瑞扬纯债债券型证券投资基金C类,南华瑞扬纯债债券C,南华基金管理有限公司,中国银行股份有限公司,债券型,20190117,30001231,0.3%,0.1%
005079,兴银鑫日享短债债券型证券投资基金A类,兴银鑫日享短债债券A,兴银基金管理有限责任公司,中国民生银行股份有限公司,债券型,20190906,30001231,0.3%,0.08%
005090,嘉合睿金混合型发起式证券投资基金A类,嘉合睿金混合A,嘉合基金管理有限公司,渤海银行股份有限公司,混合型,20190313,30001231,1.2%,0.1%
005091,嘉合睿金混合型发起式证券投资基金C类,嘉合睿金混合C,嘉合基金管理有限公司,渤海银行股份有限公司,混合型,20190313,30001231,1.2%,0.1%
005099,易方达富华纯债债券型证券投资基金A类,易方达富华纯债债券A,易方达基金管理有限公司,兴业银行股份有限公司,债券型,20201228,30001231,0.3%,0.1%
005102,工银瑞信沪深300交易型开放式指数证券投资基金联接基金A类,工银瑞信沪深300ETF联接A,工银瑞信基金管理有限公司,中国农业银行股份有限公司,股票型,20190821,30001231,0.45%,0.1%
005103,工银瑞信沪深300交易型开放式指数证券投资基金联接基金C类,工银瑞信沪深300ETF联接C,工银瑞信基金管理有限公司,中国农业银行股份有限公司,股票型,20190821,30001231,0.45%,0.1%
005137,长信沪深300指数增强型证券投资基金A类,长信沪深300指数增强A,长信基金管理有限责任公司,招商银行股份有限公司,股票型,20190516,30001231,1%,0.15%
005138,前海开源弘丰债券型发起式证券投资基金A类,前海开源弘丰债券A,前海开源基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20200421,30001231,0.6%,0.1%
005139,前海开源弘丰债券型发起式证券投资基金C类,前海开源弘丰债券C,前海开源基金管理有限公司,上海浦东发展银行股份有限公司,债券型,20200421,30001231,0.6%,0.1%
